ORDERID;CUSTOMERID;PRODUCTID;QUANTITY;ORDERDATE;PRODUCTID;PRODUCTNAME;PRICE
1529;1219;2038;1;2023/09/20;2038;Product_2038;140
1530;1228;2060;1;2024/06/03;2060;Product_2060;103
1531;1265;2084;2;2024/04/10;2084;Product_2084;1179
1532;1024;2184;4;2023/10/11;2184;Product_2184;1565
1533;1141;2156;2;2024/07/29;2156;Product_2156;541
1534;1028;2040;5;2024/08/15;2040;Product_2040;1257
1535;1245;2160;8;2023/09/20;2160;Product_2160;413
1536;1049;2055;4;2024/05/18;2055;Product_2055;834
1537;1225;2053;9;2023/01/14;2053;Product_2053;1746
1538;1302;2039;5;2023/05/10;2039;Product_2039;237
1539;1285;2154;8;2024/05/07;2154;Product_2154;1195
1540;1162;2146;2;2023/11/23;2146;Product_2146;1074
1541;1340;2104;7;2023/01/21;2104;Product_2104;1680
1542;1016;2073;1;2024/02/08;2073;Product_2073;355
1543;1293;2097;1;2023/08/23;2097;Product_2097;521
1544;1266;2085;8;2024/01/26;2085;Product_2085;574
1545;1014;2062;1;2024/11/22;2062;Product_2062;1837
1546;1355;2112;2;2024/01/20;2112;Product_2112;1937
1547;1135;2154;1;2024/11/19;2154;Product_2154;1195
1548;1006;2064;1;2024/07/07;2064;Product_2064;742
1549;1026;2064;5;2023/05/22;2064;Product_2064;742
1550;1228;2047;1;2023/06/08;2047;Product_2047;255
1551;1323;2105;10;2024/07/07;2105;Product_2105;1284
1552;1359;2045;1;2024/10/07;2045;Product_2045;207
1553;1260;2175;10;2023/10/19;2175;Product_2175;44
1554;1344;2010;3;2024/10/05;2010;Product_2010;1864
1555;1138;2075;6;2023/11/17;2075;Product_2075;667
1556;1352;2085;1;2023/05/24;2085;Product_2085;574
1557;1008;2116;6;2023/11/05;2116;Product_2116;1160
1558;1171;2164;1;2023/03/06;2164;Product_2164;1260
1559;1165;2096;6;2024/07/24;2096;Product_2096;958
1560;1245;2141;2;2023/10/30;2141;Product_2141;1599
1561;1309;2025;7;2024/04/17;2025;Product_2025;941
1562;1122;2170;3;2023/08/07;2170;Product_2170;1145
1563;1386;2044;3;2024/06/19;2044;Product_2044;148
1564;1043;2059;6;2024/09/19;2059;Product_2059;1278
1565;1188;2117;1;2024/07/25;2117;Product_2117;1427
1566;1061;2027;7;2023/07/03;2027;Product_2027;825
1567;1129;2053;3;2024/11/04;2053;Product_2053;1746
1568;1354;2090;10;2023/04/10;2090;Product_2090;1662
1569;1124;2074;5;2023/01/28;2074;Product_2074;485
1570;1347;2196;7;2023/03/02;2196;Product_2196;826
1571;1371;2136;4;2024/12/21;2136;Product_2136;887
1572;1170;2023;1;2024/06/15;2023;Product_2023;1465
1573;1097;2081;1;2023/07/17;2081;Product_2081;1421
1574;1128;2099;9;2024/12/26;2099;Product_2099;1674
1575;1108;2091;8;2024/06/17;2091;Product_2091;563
1576;1168;2064;7;2024/11/27;2064;Product_2064;742
1577;1116;2118;10;2024/05/02;2118;Product_2118;328
1578;1216;2100;7;2023/01/28;2100;Product_2100;1995
1579;1025;2110;5;2024/07/13;2110;Product_2110;1017
1580;1132;2017;6;2024/01/21;2017;Product_2017;1688
1581;1118;2159;3;2024/08/14;2159;Product_2159;582
1582;1237;2110;3;2023/08/14;2110;Product_2110;1017
1583;1139;2073;2;2024/12/22;2073;Product_2073;355
1584;1034;2129;6;2024/10/30;2129;Product_2129;1770
1585;1155;2114;4;2024/12/07;2114;Product_2114;986
1586;1269;2172;9;2024/12/26;2172;Product_2172;445
1587;1347;2061;8;2024/08/11;2061;Product_2061;1595
1588;1119;2172;5;2024/12/23;2172;Product_2172;445
1589;1269;2119;2;2023/11/09;2119;Product_2119;541
1590;1240;2066;6;2023/05/21;2066;Product_2066;1664
1591;1356;2159;8;2023/06/25;2159;Product_2159;582
1592;1192;2063;7;2024/10/11;2063;Product_2063;794
1593;1017;2198;4;2023/03/07;2198;Product_2198;554
1594;1327;2040;10;2025/01/03;2040;Product_2040;1257
1595;1163;2166;8;2024/01/24;2166;Product_2166;1607
1596;1390;2195;6;2024/03/03;2195;Product_2195;1015
1597;1240;2138;9;2023/11/22;2138;Product_2138;1203
1598;1356;2048;10;2024/02/03;2048;Product_2048;1270
1599;1399;2028;4;2024/09/03;2028;Product_2028;1691
1600;1246;2103;1;2024/06/21;2103;Product_2103;1029
1601;1120;2119;2;2024/03/08;2119;Product_2119;541
1602;1107;2119;5;2024/08/09;2119;Product_2119;541
1603;1230;2169;1;2023/09/20;2169;Product_2169;430
1604;1188;2193;5;2023/11/30;2193;Product_2193;1281
1605;1383;2059;7;2024/09/01;2059;Product_2059;1278
1606;1043;2051;10;2023/11/04;2051;Product_2051;529
1607;1144;2021;5;2023/04/23;2021;Product_2021;657
1608;1283;2044;4;2024/10/04;2044;Product_2044;148
1609;1381;2074;4;2023/05/20;2074;Product_2074;485
1610;1022;2032;3;2024/01/01;2032;Product_2032;754
1611;1070;2071;9;2023/09/26;2071;Product_2071;317
1612;1076;2118;1;2024/08/03;2118;Product_2118;328
1613;1081;2033;8;2024/09/24;2033;Product_2033;1854
1614;1322;2033;9;2023/11/04;2033;Product_2033;1854
1615;1149;2018;3;2023/10/01;2018;Product_2018;1164
1616;1049;2173;4;2023/12/07;2173;Product_2173;1750
1617;1095;2009;1;2024/04/01;2009;Product_2009;342
1618;1370;2082;9;2023/05/01;2082;Product_2082;500
1619;1205;2005;1;2024/12/13;2005;Product_2005;1146
1620;1362;2116;10;2024/09/15;2116;Product_2116;1160
1621;1354;2055;7;2024/11/01;2055;Product_2055;834
1622;1226;2123;8;2024/03/21;2123;Product_2123;1584
1623;1082;2163;10;2024/08/29;2163;Product_2163;85
1624;1284;2102;5;2024/09/23;2102;Product_2102;252
1625;1252;2002;2;2024/06/22;2002;Product_2002;1558
1626;1186;2173;1;2024/02/07;2173;Product_2173;1750
1627;1128;2129;6;2024/02/08;2129;Product_2129;1770
1628;1180;2068;6;2024/06/20;2068;Product_2068;1395
1629;1266;2072;3;2023/12/04;2072;Product_2072;1042
1630;1363;2018;8;2024/11/17;2018;Product_2018;1164
1631;1116;2072;8;2023/06/12;2072;Product_2072;1042
1632;1190;2086;8;2024/09/28;2086;Product_2086;1796
1633;1057;2070;4;2024/01/28;2070;Product_2070;1863
1634;1284;2075;4;2024/12/26;2075;Product_2075;667
1635;1218;2125;6;2023/08/29;2125;Product_2125;1552
1636;1250;2081;1;2023/05/07;2081;Product_2081;1421
1637;1075;2044;8;2023/03/28;2044;Product_2044;148
1638;1306;2051;4;2023/04/18;2051;Product_2051;529
1639;1321;2163;8;2023/12/15;2163;Product_2163;85
1640;1259;2044;8;2024/04/14;2044;Product_2044;148
1641;1213;2145;9;2023/12/26;2145;Product_2145;1337
1642;1024;2178;4;2023/01/07;2178;Product_2178;1426
1643;1385;2060;5;2024/10/12;2060;Product_2060;103
1644;1311;2029;7;2024/11/07;2029;Product_2029;964
1645;1038;2155;10;2025/02/14;2155;Product_2155;1792
1646;1120;2144;8;2023/08/19;2144;Product_2144;1284
1647;1019;2130;4;2024/12/08;2130;Product_2130;1193
1648;1073;2069;7;2024/11/08;2069;Product_2069;597
1649;1284;2160;3;2023/12/02;2160;Product_2160;413
1650;1348;2064;9;2024/04/08;2064;Product_2064;742
1651;1100;2139;9;2023/05/06;2139;Product_2139;720
1652;1278;2112;1;2023/02/01;2112;Product_2112;1937
1653;1223;2031;9;2024/12/19;2031;Product_2031;693
1654;1291;2140;2;2024/01/12;2140;Product_2140;365
1655;1050;2137;3;2024/12/30;2137;Product_2137;704
1656;1085;2160;5;2024/12/01;2160;Product_2160;413
1657;1259;2012;7;2024/08/16;2012;Product_2012;129
1658;1185;2163;9;2024/07/19;2163;Product_2163;85
1659;1164;2189;3;2024/11/07;2189;Product_2189;1620
1660;1073;2118;3;2023/01/20;2118;Product_2118;328
1661;1008;2023;4;2023/11/06;2023;Product_2023;1465
1662;1396;2162;3;2023/05/11;2162;Product_2162;978
1663;1052;2040;5;2023/05/31;2040;Product_2040;1257
1664;1298;2074;4;2024/07/06;2074;Product_2074;485
1665;1114;2145;6;2024/06/29;2145;Product_2145;1337
1666;1121;2019;10;2023/01/26;2019;Product_2019;1548
1667;1140;2192;10;2023/08/02;2192;Product_2192;868
1668;1399;2166;5;2023/07/26;2166;Product_2166;1607
1669;1090;2073;1;2025/01/29;2073;Product_2073;355
1670;1332;2082;8;2023/11/19;2082;Product_2082;500
1671;1041;2191;8;2023/09/21;2191;Product_2191;609
1672;1072;2047;8;2024/03/19;2047;Product_2047;255
1673;1365;2037;3;2023/05/02;2037;Product_2037;1351
1674;1122;2111;3;2023/08/25;2111;Product_2111;313
1675;1103;2076;9;2024/08/19;2076;Product_2076;861
1676;1119;2136;6;2023/11/15;2136;Product_2136;887
1677;1049;2103;8;2024/10/06;2103;Product_2103;1029
1678;1074;2127;1;2023/07/06;2127;Product_2127;94
1679;1221;2100;6;2025/01/06;2100;Product_2100;1995
1680;1200;2045;2;2024/08/21;2045;Product_2045;207
1681;1183;2170;6;2024/03/06;2170;Product_2170;1145
1682;1189;2129;10;2023/09/20;2129;Product_2129;1770
1683;1066;2177;8;2025/02/03;2177;Product_2177;1766
1684;1391;2061;6;2023/07/04;2061;Product_2061;1595
1685;1301;2083;4;2024/06/26;2083;Product_2083;1040
1686;1197;2095;5;2023/09/13;2095;Product_2095;1627
1687;1296;2032;4;2024/02/26;2032;Product_2032;754
1688;1205;2046;9;2023/01/24;2046;Product_2046;619
1689;1008;2071;5;2024/05/30;2071;Product_2071;317
1690;1367;2011;4;2024/05/25;2011;Product_2011;881
1691;1016;2076;10;2024/06/26;2076;Product_2076;861
1692;1020;2026;4;2023/12/03;2026;Product_2026;1299
1693;1379;2136;5;2024/08/28;2136;Product_2136;887
1694;1202;2130;10;2024/10/31;2130;Product_2130;1193
1695;1069;2096;9;2024/09/25;2096;Product_2096;958
1696;1252;2027;10;2024/09/26;2027;Product_2027;825
1697;1142;2091;6;2024/10/14;2091;Product_2091;563
1698;1153;2186;5;2024/11/05;2186;Product_2186;1266
1699;1109;2192;10;2023/06/28;2192;Product_2192;868
1700;1079;2074;10;2024/07/16;2074;Product_2074;485
1701;1221;2108;2;2024/11/26;2108;Product_2108;318
1702;1227;2176;7;2023/08/23;2176;Product_2176;1407
1703;1138;2089;1;2025/01/18;2089;Product_2089;1466
1704;1044;2139;1;2023/05/17;2139;Product_2139;720
1705;1235;2034;2;2025/02/06;2034;Product_2034;13
1706;1320;2135;4;2023/02/09;2135;Product_2135;1815
1707;1183;2116;1;2024/07/01;2116;Product_2116;1160
1708;1019;2111;4;2024/03/12;2111;Product_2111;313
1709;1241;2089;9;2025/01/27;2089;Product_2089;1466
1710;1264;2036;6;2024/02/19;2036;Product_2036;1641
1711;1260;2045;4;2024/11/27;2045;Product_2045;207
1712;1251;2116;8;2024/01/29;2116;Product_2116;1160
1713;1337;2044;9;2025/01/28;2044;Product_2044;148
1714;1117;2003;7;2023/02/08;2003;Product_2003;1398
1715;1248;2195;2;2023/11/23;2195;Product_2195;1015
1716;1111;2178;1;2024/02/05;2178;Product_2178;1426
1717;1178;2153;5;2023/10/19;2153;Product_2153;656
1718;1169;2117;8;2023/08/11;2117;Product_2117;1427
1719;1086;2139;10;2023/12/11;2139;Product_2139;720
1720;1264;2056;8;2023/04/14;2056;Product_2056;1158
1721;1383;2037;5;2023/06/15;2037;Product_2037;1351
1722;1385;2136;9;2024/08/04;2136;Product_2136;887
1723;1217;2195;3;2023/03/24;2195;Product_2195;1015
1724;1367;2012;7;2023/01/18;2012;Product_2012;129
1725;1400;2033;1;2023/05/22;2033;Product_2033;1854
1726;1211;2193;5;2024/05/26;2193;Product_2193;1281
1727;1290;2004;10;2023/02/10;2004;Product_2004;1996
1728;1319;2143;5;2023/05/01;2143;Product_2143;1956
1729;1376;2024;9;2024/07/29;2024;Product_2024;1290
1730;1284;2026;6;2023/01/28;2026;Product_2026;1299
1731;1233;2066;9;2023/11/09;2066;Product_2066;1664
1732;1106;2089;8;2023/08/28;2089;Product_2089;1466
1733;1362;2188;9;2025/01/18;2188;Product_2188;861
1734;1200;2167;3;2024/05/20;2167;Product_2167;61
1735;1050;2161;7;2023/05/27;2161;Product_2161;667
1736;1246;2043;7;2024/10/13;2043;Product_2043;1947
1737;1031;2150;5;2025/01/23;2150;Product_2150;1500
1738;1330;2178;4;2023/03/08;2178;Product_2178;1426
1739;1131;2014;10;2025/02/26;2014;Product_2014;522
1740;1249;2142;7;2024/02/11;2142;Product_2142;634
1741;1318;2077;3;2023/11/05;2077;Product_2077;538
1742;1046;2046;2;2023/01/12;2046;Product_2046;619
1743;1293;2106;5;2024/09/09;2106;Product_2106;1435
1744;1167;2131;10;2024/03/23;2131;Product_2131;784
1745;1351;2022;1;2023/12/07;2022;Product_2022;1587
1746;1384;2024;7;2023/09/23;2024;Product_2024;1290
1747;1079;2131;6;2024/01/11;2131;Product_2131;784
1748;1353;2011;4;2023/01/20;2011;Product_2011;881
1749;1161;2098;7;2023/01/25;2098;Product_2098;1617
1750;1225;2141;4;2024/01/11;2141;Product_2141;1599
1751;1136;2109;2;2025/01/21;2109;Product_2109;1382
1752;1142;2175;2;2023/12/09;2175;Product_2175;44
1753;1034;2173;6;2023/09/03;2173;Product_2173;1750
1754;1205;2077;3;2024/02/04;2077;Product_2077;538
1755;1131;2151;4;2024/11/19;2151;Product_2151;418
1756;1245;2066;5;2024/04/12;2066;Product_2066;1664
1757;1105;2084;6;2024/04/30;2084;Product_2084;1179
1758;1385;2042;5;2024/09/22;2042;Product_2042;202
1759;1374;2135;5;2023/10/29;2135;Product_2135;1815
1760;1167;2148;7;2023/08/13;2148;Product_2148;774
1761;1123;2140;2;2023/08/03;2140;Product_2140;365
1762;1171;2126;3;2023/10/15;2126;Product_2126;919
1763;1123;2040;5;2024/05/24;2040;Product_2040;1257
1764;1333;2142;3;2023/06/27;2142;Product_2142;634
1765;1248;2086;4;2023/05/18;2086;Product_2086;1796
1766;1023;2006;1;2024/04/29;2006;Product_2006;694
1767;1380;2043;4;2024/02/14;2043;Product_2043;1947
1768;1017;2108;6;2024/04/11;2108;Product_2108;318
1769;1081;2045;8;2023/07/01;2045;Product_2045;207
1770;1090;2126;7;2024/01/12;2126;Product_2126;919
1771;1290;2058;7;2023/02/12;2058;Product_2058;1767
1772;1295;2194;6;2024/09/03;2194;Product_2194;1907
1773;1091;2068;1;2023/07/31;2068;Product_2068;1395
1774;1064;2125;7;2024/01/24;2125;Product_2125;1552
1775;1237;2054;5;2024/09/18;2054;Product_2054;620
1776;1236;2166;7;2024/07/21;2166;Product_2166;1607
1777;1235;2042;3;2024/08/22;2042;Product_2042;202
1778;1111;2045;10;2024/08/17;2045;Product_2045;207
1779;1080;2134;9;2023/06/09;2134;Product_2134;686
1780;1035;2099;7;2024/01/26;2099;Product_2099;1674
1781;1141;2137;6;2024/09/28;2137;Product_2137;704
1782;1397;2167;5;2024/01/19;2167;Product_2167;61
1783;1047;2177;4;2023/12/14;2177;Product_2177;1766
1784;1357;2162;10;2023/01/11;2162;Product_2162;978
1785;1321;2056;3;2023/09/29;2056;Product_2056;1158
1786;1078;2100;6;2023/11/25;2100;Product_2100;1995
1787;1073;2088;4;2023/07/07;2088;Product_2088;201
1788;1273;2038;10;2023/08/30;2038;Product_2038;140
1789;1241;2050;3;2024/05/29;2050;Product_2050;1079
1790;1171;2066;4;2023/04/03;2066;Product_2066;1664
1791;1308;2026;5;2024/02/16;2026;Product_2026;1299
1792;1322;2155;7;2023/09/16;2155;Product_2155;1792
1793;1095;2020;8;2023/05/29;2020;Product_2020;311
1794;1385;2047;2;2024/06/15;2047;Product_2047;255
1795;1048;2098;6;2024/07/31;2098;Product_2098;1617
1796;1161;2124;9;2023/08/09;2124;Product_2124;1315
1797;1209;2051;3;2023/04/09;2051;Product_2051;529
1798;1151;2144;5;2023/07/22;2144;Product_2144;1284
1799;1207;2161;8;2024/07/05;2161;Product_2161;667
1800;1129;2167;4;2024/05/05;2167;Product_2167;61
1801;1096;2059;9;2025/02/18;2059;Product_2059;1278
1802;1296;2054;7;2023/02/20;2054;Product_2054;620
1803;1146;2135;5;2024/06/12;2135;Product_2135;1815
1804;1225;2193;8;2023/03/16;2193;Product_2193;1281
1805;1134;2019;2;2025/02/06;2019;Product_2019;1548
1806;1398;2060;8;2024/08/02;2060;Product_2060;103
1807;1233;2012;10;2024/05/02;2012;Product_2012;129
1808;1384;2018;8;2024/03/10;2018;Product_2018;1164
1809;1198;2067;5;2023/09/15;2067;Product_2067;832
1810;1359;2077;5;2024/03/19;2077;Product_2077;538
1811;1131;2165;4;2024/03/01;2165;Product_2165;733
1812;1309;2191;5;2023/09/22;2191;Product_2191;609
1813;1123;2019;6;2024/11/07;2019;Product_2019;1548
1814;1003;2073;5;2024/12/15;2073;Product_2073;355
1815;1083;2088;7;2023/06/18;2088;Product_2088;201
1816;1274;2123;3;2023/09/07;2123;Product_2123;1584
1817;1094;2097;2;2023/12/09;2097;Product_2097;521
1818;1024;2005;9;2025/01/28;2005;Product_2005;1146
1819;1256;2067;2;2024/10/13;2067;Product_2067;832
1820;1352;2099;1;2023/01/09;2099;Product_2099;1674
1821;1103;2144;10;2024/07/30;2144;Product_2144;1284
1822;1108;2141;5;2023/05/04;2141;Product_2141;1599
1823;1203;2013;1;2024/09/10;2013;Product_2013;1186
1824;1002;2034;3;2024/01/24;2034;Product_2034;13
1825;1191;2068;3;2024/10/29;2068;Product_2068;1395
1826;1175;2097;8;2025/02/08;2097;Product_2097;521
1827;1240;2188;10;2023/05/12;2188;Product_2188;861
1828;1169;2093;5;2024/05/31;2093;Product_2093;915
1829;1260;2118;8;2025/01/12;2118;Product_2118;328
1830;1251;2150;10;2023/04/25;2150;Product_2150;1500
1831;1367;2119;6;2023/12/14;2119;Product_2119;541
1832;1319;2138;5;2023/12/18;2138;Product_2138;1203
1833;1030;2098;1;2023/11/24;2098;Product_2098;1617
1834;1023;2005;2;2024/10/10;2005;Product_2005;1146
1835;1235;2070;5;2023/04/23;2070;Product_2070;1863
1836;1394;2163;10;2024/05/19;2163;Product_2163;85
1837;1119;2094;8;2024/12/25;2094;Product_2094;404
1838;1100;2058;9;2024/06/01;2058;Product_2058;1767
1839;1116;2076;8;2023/02/18;2076;Product_2076;861
1840;1199;2034;6;2024/07/07;2034;Product_2034;13
1841;1321;2173;10;2023/05/13;2173;Product_2173;1750
1842;1134;2163;5;2024/02/14;2163;Product_2163;85
1843;1199;2142;10;2023/07/07;2142;Product_2142;634
1844;1301;2114;2;2024/02/21;2114;Product_2114;986
1845;1135;2106;5;2024/08/02;2106;Product_2106;1435
1846;1295;2176;6;2024/06/21;2176;Product_2176;1407
1847;1109;2107;5;2024/01/01;2107;Product_2107;21
1848;1295;2154;7;2024/07/29;2154;Product_2154;1195
1849;1393;2039;1;2023/04/04;2039;Product_2039;237
1850;1149;2181;3;2024/10/29;2181;Product_2181;244
1851;1168;2091;3;2023/08/13;2091;Product_2091;563
1852;1324;2085;10;2023/06/10;2085;Product_2085;574
1853;1176;2071;3;2023/02/03;2071;Product_2071;317
1854;1212;2176;1;2023/02/14;2176;Product_2176;1407
1855;1001;2185;7;2024/05/04;2185;Product_2185;791
1856;1049;2108;4;2023/10/08;2108;Product_2108;318
1857;1286;2091;7;2023/12/28;2091;Product_2091;563
1858;1009;2114;1;2023/03/17;2114;Product_2114;986
1859;1193;2178;2;2024/09/06;2178;Product_2178;1426
1860;1315;2146;1;2024/10/31;2146;Product_2146;1074
1861;1009;2056;2;2025/02/15;2056;Product_2056;1158
1862;1257;2111;7;2023/03/20;2111;Product_2111;313
1863;1249;2175;7;2024/03/11;2175;Product_2175;44
1864;1248;2033;2;2024/10/19;2033;Product_2033;1854
1865;1180;2002;1;2024/08/19;2002;Product_2002;1558
1866;1369;2118;4;2023/08/09;2118;Product_2118;328
1867;1325;2065;9;2024/10/14;2065;Product_2065;13
1868;1116;2190;4;2023/08/11;2190;Product_2190;1755
1869;1133;2175;7;2024/01/09;2175;Product_2175;44
1870;1383;2143;9;2024/05/22;2143;Product_2143;1956
1871;1060;2037;8;2024/06/15;2037;Product_2037;1351
1872;1010;2004;5;2025/01/29;2004;Product_2004;1996
1873;1006;2170;10;2024/10/02;2170;Product_2170;1145
1874;1175;2081;6;2023/06/23;2081;Product_2081;1421
1875;1192;2098;4;2023/01/17;2098;Product_2098;1617
1876;1293;2139;2;2023/08/27;2139;Product_2139;720
1877;1281;2021;10;2023/11/01;2021;Product_2021;657
1878;1339;2088;2;2023/01/05;2088;Product_2088;201
1879;1270;2161;3;2024/10/07;2161;Product_2161;667
1880;1073;2113;4;2024/12/25;2113;Product_2113;458
1881;1137;2138;6;2023/03/02;2138;Product_2138;1203
1882;1214;2145;1;2023/01/03;2145;Product_2145;1337
1883;1115;2002;3;2023/02/26;2002;Product_2002;1558
1884;1309;2031;6;2023/06/14;2031;Product_2031;693
1885;1284;2192;1;2024/03/14;2192;Product_2192;868
1886;1299;2010;8;2023/04/05;2010;Product_2010;1864
1887;1354;2185;3;2023/08/28;2185;Product_2185;791
1888;1364;2149;3;2025/02/28;2149;Product_2149;115
1889;1296;2060;5;2024/05/03;2060;Product_2060;103
1890;1355;2159;1;2023/09/07;2159;Product_2159;582
1891;1113;2079;8;2025/02/05;2079;Product_2079;705
1892;1066;2093;2;2023/07/15;2093;Product_2093;915
1893;1268;2112;5;2023/03/15;2112;Product_2112;1937
1894;1300;2197;4;2023/03/11;2197;Product_2197;1222
1895;1045;2073;6;2024/01/25;2073;Product_2073;355
1896;1307;2017;6;2023/12/24;2017;Product_2017;1688
1897;1064;2132;8;2024/01/23;2132;Product_2132;1422
1898;1160;2195;3;2023/06/20;2195;Product_2195;1015
1899;1227;2160;4;2024/11/22;2160;Product_2160;413
1900;1086;2110;3;2023/10/11;2110;Product_2110;1017
1901;1052;2011;10;2024/05/30;2011;Product_2011;881
1902;1169;2109;3;2023/04/29;2109;Product_2109;1382
1903;1330;2135;7;2023/01/24;2135;Product_2135;1815
1904;1160;2069;9;2023/11/07;2069;Product_2069;597
1905;1354;2077;7;2023/06/03;2077;Product_2077;538
1906;1080;2193;3;2024/01/17;2193;Product_2193;1281
1907;1233;2026;8;2024/11/06;2026;Product_2026;1299
1908;1208;2168;5;2023/09/08;2168;Product_2168;1775
1909;1358;2114;4;2023/04/08;2114;Product_2114;986
1910;1016;2019;8;2024/07/22;2019;Product_2019;1548
1911;1241;2157;9;2023/01/28;2157;Product_2157;654
1912;1033;2129;2;2023/09/08;2129;Product_2129;1770
1913;1302;2161;2;2024/01/22;2161;Product_2161;667
1914;1234;2072;8;2024/10/11;2072;Product_2072;1042
1915;1295;2054;6;2024/08/10;2054;Product_2054;620
1916;1130;2020;2;2024/05/23;2020;Product_2020;311
1917;1159;2068;5;2024/07/18;2068;Product_2068;1395
1918;1358;2061;7;2023/04/01;2061;Product_2061;1595
1919;1066;2152;7;2023/01/13;2152;Product_2152;251
1920;1311;2094;9;2024/07/10;2094;Product_2094;404
1921;1347;2188;4;2023/01/23;2188;Product_2188;861
1922;1135;2181;1;2025/01/25;2181;Product_2181;244
1923;1368;2161;2;2023/07/30;2161;Product_2161;667
1924;1215;2072;6;2023/07/18;2072;Product_2072;1042
1925;1098;2003;6;2024/06/23;2003;Product_2003;1398
1926;1219;2132;3;2023/07/10;2132;Product_2132;1422
1927;1308;2046;4;2023/06/16;2046;Product_2046;619
1928;1321;2040;1;2024/03/04;2040;Product_2040;1257
1929;1199;2020;10;2024/06/18;2020;Product_2020;311
